,utterance,emotion
3714,ye ye..o my god ...windows kholo..wo wo...fire brigade ko bulao..warna bomb ki tarah fatega apna ghar,fear
3715,kam se kam chaalis pachaas rupay ka gas to gya hoga na?,sadness
3716,kaash..ghar ko aag lak ke kisi ki jaan jaati..gas to waste ni hota,contempt
3717,taanaa maarne ki jarurat nae hai..haan,contempt
3718,so just shut up na..i'm already hassle...ek to mom ko patane ke chakkar me dad mom se aur bhi door ja rahe hain,neutral
3719,sahil bhai..sirf ek hi din bacha hai sahil bhai..fir moma sudhanshu ke sath chali jaegi sahil bhai,sadness
3720,rosesh bhaia..hosla rakhiye..,sadness
3721,aur roomal bhi...this is my sleeve,disgust
3722,sorry ,sadness
3723,mere paas ek idea hai...hanh...kyun na hum sudhanshu ko hi raaste se hata dein? i mean kisi gunde ko supari dekar?,joy
3724,bhabhi..sirf supari ke liye koi gunda aisa kaam kyun karega?,sadness
3725,"supari ka matlab, wo wali supari nae...paise",neutral
3726,oo,neutral
3727,aur tumne ye idea konsi film se churaya hai?,neutral
3728,rakshas: the demon se,joy
3729,"aaan...haha..very nice..dekho rosesh, agar dad mom ko patane me na kamyaab rahe, to she has got all the right in this world to leave him..",neutral
3730,momaa...,sadness
3731,la la..love is on my head..na na na...only too big boris bad,joy
3732,waah wwah kya baat hai..cake bnaya jaa rha..chery cake..kis khushi me?,joy
3733,aaj mera janamdin hai,joy
3734,"baat mat badlo, maine puchha kis khushi me",anger
3735,indu..kya sach me tumhe mera janamdin khushi ka din nhi lgta?,neutral
3736,achha maya ek baat btao..jab tum paida huai thi..tab royi thi?,neutral
3737,ofcourse,neutral
3738,jab tum khud apne paida hone pe royi thi ki hey bhagwan mai kyu paida ho gyi..,sadness
3739,indravardhan,anger
3740,hii guys..whats happening,joy
3741,hii hii come,joy
3742,tumhare daddy duniya ka sbse ghatiya joke marne ke chakkar me hai aur mujhe irritate kar rhe hai,anger
3743,achha achha matlb sabkuchh normal hai,neutral
3744,yes yes,neutral
3745,absolutely,neutral
3746,"kya baat hai mom, aapke janamdin ka cake bnaya jaa rha",neutral
3747,dekha use yaad h,neutral
3748,use to yaad hoga hi..uski biwi ka bhi kal janamdin hai bhai..or sahil kaha le jaa rhe ho monisha ko khane ko kal,joy
3749,sahil mai soch rhi thi kyu na humlog zodiac bistro chle dinner ke liye,joy
3750,sahil..kal sham ko india pakistan match hai day-night,neutral
3751,"match jyada important hai ya mera birthday.. huh..tumhe kaun puchh rha hai..hu,dono jayenge..mai or mera darling beta",joy
3752,lekin monisha,neutral
3753,tum monisha ko lunch ke liye le jana..i mean if you don't mind..but use zodiac bistro bilkul mat le jana warna wo to bechari apne nakhun chaba chaba kar hi pait bhar legi..,contempt
3754,monisha nakhun nhi chabati hai mom,neutral
3755,zodiac bistro ka menu dekhegi to jarur chabayegi...mineral water hundred and ten rupees..tum kyu bura maan rhe ho..i am just joking,contempt
3756,"decided..match is important, mai nhi aaunga",joy
3757,"thank you so much darling, esse achha tohfa tum mujhe de hi nhi sakte the",joy
3758,"lassi..haan wo ghar me bohot sara dahi bacha tha na, to maine khana hi nahi bnaya..aur fir abhi se paet  bhat leti, to shaam ko thali kaise kha paati theek se? unlimited hai na..",joy
3759,monisha..,neutral
3760,papa..,neutral
3761,monisha..,neutral
3762,mai aapko baad me phone karti hun...haan daddy ji..?,neutral
3763,"arey monisha, sahil maya ko dr. acharya ke paas le kar gaya hai",neutral
3764,wahi to ..ek number ka chor hai wo doctor,anger
3765,chor? mere khayal se to khooni bhi hai..,neutral
3766,kya matlab,surprise
3767,ye xerox padho..hasmukh ne bheja hai mujhe,neutral
3768,"arey waah..bohot saaf copy hai,,lagta hai do rupay wali xerox hai..ni?",joy
3769,arey padho to sahi ki kya likha hai,anger
3770,"doctor rajshekhar acharya gets interim bail, ye doctor mujarim hai?",fear
3771,"ab ye sabit to hua nae hai, par suna hai ki usne apne teen patients dawaiyon ka overdose dekar maar daale hain..yahi wo pending fees ke chakkar me..",neutral
3772,daddy ji aapne mummy ji ko roka nae?,fear
3773,"maine lakh rokne ki koshish ki monisha, lekin meri baat ko majak samajhkar, yun yun kiya, aur chal basi",neutral
3774,chal basi?,neutral
3775,mera matlab hai chal padi..humesha dil ki murad zuban pe aa jati hai.,neutral
3776,mai abhi sahil ko phone karti hun,neutral
3777,haan haan...karo karo..,neutral
3778,ni..apne mobile se lgaungi..uspe sahil ka number free hai na,joy
3779,hello hasmukh..maan gayi.,joy
3780,hii sweety pie,joy
3781,hii mr.,joy
3782,btao tumhare b'day pe hum kaha jayenge lunch karne?,neutral
3783,lunch karne?,neutral
3784,ya dinner karne?,neutral
3785,tumne kaise jaan liya kiya mujhe lunch karne hi jana hai..,neutral
3786,tumhe lunch karne jana hai?,neutral
3787,dekho na..kapadia club ne nhi skim nikali hai..ek thali pe dusri thali free,joy
3788,thali?,neutral
3789,haan sirf dhai sau rupaye me unlimited khana ..do person or do mithai ke saath..or baad me masala supari bhi free..,joy
3790,"theek hai sweetheart ,but  you know mai soch rha tha ki tumhe spanish bufe khilau..wo bhi haishianda me",neutral
3791,"bufe..chhee pakwan achha hai..but chouthi bar lene jaao to log ghudte hai pata hai,esse to thali kitni achhi..raja ki tarah baithe raho aur log padoste jayenge daal, ddal, daal, samosa, samosa, samosa..or sirf mai aur tum",joy
3792,aur panghat me baithe huay or pachas log,joy
3793,"darling, what a lovely place..no disturbance. sahil...",neutral
3794,mom ek minute..patient ka phone hai..he...hello...bolo monisha kya hua?,neutral
3795,arey wo khooni hai khooni..teen-teen khoon kiye hain unhone,anger
3796,dekho monisha mai ye manta hun ki tumhari mom ke sath nahi banti lekin unpar khooni hone ka ilzaam to mat lagao,anger
3797,tch..arey mai doctor rajshekhar acharya ki baat kar rahi hun...tumhari mummy itni badi gunehgaar nahi hain,anger
3798,okay..mai abhi..mai phone rakhun?,anger
3799,rakhun kya? tum ho kahan?,neutral
3800,mai zodiac bistro me hun,neutral
3801,zodiac bistro? tum wahan kya kar rahe ho? tum to doctor ke paas gaye the na?,surprise
3802,"umm...a...haan..infact unhone hi kaha ki mai mom ko kisi relaxed atmosphere me le aaun..taqi you know, wo khul kar baat kar sake",neutral
3803,accha theek hai..tum uss doctor ko wahin rok ke rakhna..mai abhi wahan aakr uski aqal thikane lagati hun. okay?,anger
3804,arey ni ni..suno...,fear
3805,"tum suno..wahan par khane ke liye kuchh mat mangwana, bohot mehnga restaurant hai. okay? ",neutral
3806,meri bhookh hamesha ke liye marr chuki hai..,sadness
3807,accha ...mai tumhare liye lassi lekar aati hun..theek hai?,joy
3808,nae nae..mon..mon..monisha..monisha..,fear
3809,sahil..beta lunch order karein?,neutral
3810,"uhh...aao order kijiye mom, tabtak mai ek doctor order karta hun",neutral
3811,aah..monisha..happy birthday to you,joy
3812,thank you aapko bhi happy birthday,joy
3813,thank you,joy
3814,chalo chalo ,neutral
3815,you look very nice,joy
3816,thank you..aap bhi,joy
3817,kahan se liya ye?,joy
3818,friday ko jo sale lagi thi na wahin se..,joy
3819,"oh by the way monisha, please zodiac bistro me menu ka right side dekh kar chaunk mat jana..aahhh..soup three hundred n fifty rupees..aah..aise aise ..don't mind beta",contempt
3820,chinta mat kijiye..mujhe sab pata hai..,joy
3821,ise sab pata hai..isliye dekho na..ye ghar se doodhi ka halwa..aur wo kya aaloo ke paranthe wagera sab le aai hai..haan..hai na?,joy
3822,o my god ,disgust
3823,are jaa na,neutral
3824,jaa ke karunga kya mai dad?,neutral
3825,kya matlb?,neutral
3826,use kya btaunga?,neutral
3827,maya beemar hai.. samjha jaa jaa,neutral
3828,lekin dad beemari kaun si btaunga?,fear
3829,claptomenia,neutral
3830,claptomenia matlb cheeje churana dad,neutral
3831,haan janta hu na..maya ne bhi to mera sukh chain neend aaram sab churaya hai,joy
3832,"not funny dad, please",contempt
3833,achha to ek aur bemaari hai..tu..tu kamal ka aadmi hai.. doctor hokar mujhse puchhta hai beemariya,neutral
3834,please,sadness
3835,achha sun,neutral
3836,la la lalala..,joy
3837,daddy ji..chaliye..chal ke uss doctor ka parda faash karke aate hain,joy
3838,"haan haan chaliye..chaliye chaliye..ye lo..pakdo pakdo pakdo..aur ye proof, aur ye mai..accha ek minute ek minute tum jakr gaadi me baitho, mai bathroom jaakr aata hun",neutral
3839,okay,neutral
3840,hii cocu jiya,joy
3841,hii sonu babu,joy
3842,mom beemar hai,sadness
3843,achha? achha? kya huaa hai mummy jee ko,neutral
3844,kya btau..tum nhi manogi..mom ko hallucinogenic paranoia hai..abhi ye auto suggestive hai ya physiological disorder hai malum nahi...tum samjh rahi ho na?,sadness
3845,nahi,neutral
3846,dekha..kitna complicated hai..kal dopehar ki appointment di hai doctor acharya ne,neutral
3847,dr. rajsekhar acharya..? ,neutral
3848,haan,sadness
3849,lekin wo to bade mehnge doctor hai sahil ..wo to ek visit ke 1000 rupaye lete hai,neutral
3850,haan..it's alright monisha maine paise de diye hai,neutral
3851,tumne bargain kiya ki nhi?,neutral
3852,hospital me koi bargain karta hai monisha?,neutral
3853,kyu nhi ..tumne hospital me dekha hai kahi fixed rate ka board? sahil tum hazaar rupaye kaise de kar aa sakte ho,anger
3854,it's alright monisha,neutral
3855,ohh mere sar me dard ho rha,sadness
3856,chalo so jaao,neutral
3857,dekha.. aisa natak karke 2-4 taste karwa lena x-ray wagaireh,neutral
3858,but i can't do this,neutral
3859,but i can...ek kaam karti hu mai tumhare saath chalungi or kisi na kisi tarah hazar rupaye to wasul hi lungi..theek hai,neutral
3860,haan wo to hai,joy
3861,waise sahil mai tumhare saath chalungi to tumhari mummy khul kar baat nhi kar payegi na doctor ke saath,neutral
3862,haan..ye to jyada hai,joy
3863,to fir theek hai..tum dopehar ko ho aao mummy ke saath..hm sham ko chalenge kapadia club,sadness
3864,thank you so much darling....kya huaa?,neutral
3865,"thank you sahil, mujhe pata chala hai kapadiya club me sham ko thali ke saath ice cream dete hai totally free",joy
3866,theek hai,joy
3867,sahil..,neutral
3868,aa..maa ek second,neutral
3869,come on,neutral
3870,ek second..mai abhi aaya,neutral
3871,aaj to kam se kam..,neutral
3872,please mom..,neutral
3873,hi sahil,joy
3874,aapne kya kaha monisha se dad?,anger
3875,wo sab chhod..pehle ye bata ki doctor acharya kahan se paida karega tu? hein?,joy
3876,"mera ek dost hai surjeet singh suri, maine use yahan bulaya hai. i just hope ki wo ye sab sambhal le..aap bhi na dad.. hello?",anger
3877,hello?,neutral
3878,"hello, is there doctor rajshekhar acharya?",neutral
3879,"speaking, who's this?",neutral
3880,aur kitne khoon karoge khooni?,anger
3881,i beg your pardon? kon bol rahe hain aap?,neutral
3882,mai jallaad bol raha hun,neutral
3883,"jallaad? mai apki sir name ni, poora naam puchh raha hun..",neutral
3884,jallaad mera sir name nahi pesha hai pesha..khooni..aur ab sunn meri baat,anger
3885,this is preposterous..i'll sue you mr. sarabhai,anger
3886,"tumhare khooni hone ka saboot lekar mai aur meri family zodiac bistro pe intezar kar rahe hain, okay?",neutral
3887,happy birthday mom,joy
3888,o my god it's beautiful..it's exquisite..kaha se liye?,joy
3889,monisha laayi h,joy
3890,ohh.. cornflakes ke dibbe ke saath free to nhi mila na?,contempt
3891,mom,contempt
3892,just joking darling ..to order kare? red wine or wahich?,joy
3893,will someone explain to me ki kya ho raha hai ye?,neutral
3894,ji,neutral
3895,sahil..,neutral
3896,wo wo rahe maya aur sahil..jao jao jao..,neutral
3897,so go on tell me..,neutral
3898,sahil,anger
3899,monisha,surprise
3900,aa gaya wo doctor?,anger
3901,um..haan..dono..,fear
3902,dono?,surprise
3903,hello mrs sarabhai..i am doctor acharya,neutral
3904,aap dono doctor rajshekhar acharya kaise ho sakte hain?,anger
3905,exactly,neutral
3906,judwa..,neutral
3907,"judwaon ki shaqalein ek jaisi hoti hain sahil, naam nae.",neutral
3908,i like it...ahaha...i like it..ahah,joy
3909,sir aap dance ni kar sakte ,anger
3910,"arey kar sakta hun, dekho kitna accha kar rha hun..that's the way ahahan..oo..lovely..",joy
3911,aap dono me se asli doctor rajshekhar acharya kon hai?,anger
3912,mai hun..ye raha mera card,neutral
3913,oo...to iska matlab teen khoon aapne kiye hain?,anger
3914,maine khoon nahi kiye..,neutral
3915,agar aapne teen khoon nahi kiye to aap doctor kaise ho sakte hain?,anger
3916,"o shu monisha..for god's sake zara dheere...dheere..and by the way, aajkal kya doctor banne ke liye khoon karna padta hai..padhai nahi karni padti?",anger
3917,"ek minute..ek minute ek minute..i'm a qualified surgeon from sloane's medical center, london",neutral
3918,bohot jald band karni padegi aapko aapki practice...padhiye..,anger
3919,"non sense, bakwas hai ye, maine khoon nae kiye ",anger
3920,iska matlab ye hua ki ye asli doctor rajshekhar acharya hai,anger
3921,"ye kaise ho sakte hain, kapde dekhiye, ye kaise ho sakte hain?",neutral
3922,kapde? ,neutral
3923,"arey wo to mai jald bazi me aaya hun, nahi to mere paas bees shirts, ten trousers aur two leather jackets hain haan..",neutral
3924,"degree hai? doctor ki? jahan tak mera khayal hai, doctor banne ke liye degree ki jarurat hoti hai",neutral
3925,"dekhiye..i'm a qualified doctor..um...mai aapko btata hun ki leukemia yani blood cancer me, red blood cells multiply hote hain..",neutral
3926,"what non-sense, white blood cells multiply hote hain...ye doctor nae hai you see..",anger
3927,"white blood ho ya red blood, khoon kisne kiya hai? ",anger
3928,"for god's sake monisha..shh..sahil tum batao, what the hell is happening?",neutral
3929,"silence please..silence. dekhiye, asli raajshekhar acharya ye hai...aur inhone koi khoon nae kiya hai.. aur ye jo hai wo doctor rajshekhar acharya nae hai mera dost hai surjeet singh suri aur isne bhi koi khoon nae kiya hai, haan lekin aap dono chahti hain to mera khoon kar sakti hain kyunki maine jhooth bola hai and i'm...i'm really sorry",sadness
3930,"kitne bhi tu kar le sitam, has has ke sahenge hum",joy
3931,"ye love na hoga kam, darling teri kasam",joy
3932,ma ,joy
3933,mann kyun behka rey behka aadhi raat ko..,joy
3934,bela mehka ho..bela mehka rey mehka midnight ko,joy
3935,koi dusra game khelein?,neutral
3936,kyun?,neutral
3937,mixer grinder gaana gaa raha hai aisa lag raha hai,anger
3938,"wo bhi ek ki speed pe, jismein pyaaz piss raha ho",joy
3939,you both are j. i don't want to play now,anger
3940,rosesh bhaia...you're my partner,neutral
3941,hello gentlemen,joy
3942,mummy ji mai to ladies hun,neutral
3943,kitni? das ya barah?,neutral
3944,ni. ek.,neutral
3945,to phir plural ka istemaal kyun karti ho monisha? mai to ladies hun.,contempt
3946,ahahaha,joy
3947,"indravardhan, tumhare liye khat aaya hai, from scotland.",joy
3948,scotland se?,surprise
3949,"haan! tumhare management college ke past student's association ka get together hai. tumhare college ke sau saal complete ho rahe hain, and you've been invited",joy
3950,mm...mai...mai nae jaane wala,sadness
3951,"arey indravardhan, you must go. kuchh nae to nostalgia ke khatir jao",joy
3952,daddy ji! ye nostalgia kon hai?,joy
3953,"nostalgia matlab purani yaadein. uhuhuh..dad, aapko excitement nae hai aapke kisi old friend ko milne ka?",neutral
3954,haan..waise to humare principle the na sir edward hemington aur richie kirkwood wagerah..,neutral
3955,aur aapki girlfriend? nichole grant?,neutral
3956,kya?,fear
3957,chalta phirta kamasutra?,neutral
3958,jiske muqabale meri momma baajre ke khet me khadi scarecrow jaisi lagti hai?,neutral
3959,"sahil-sahil, scarecrow matlab kaag bhago na? khekhe",joy
3960,thanks for the translation,contempt
3961,maya m..m...mai to balki tumhari tareef kar raha tha. scarecrow to badi acchhi cheez hota hai. kisaano ki madad karta hai anaaj bacha kar..kya maloom,neutral
3962,"oh yeah? well, inlogon ne rsvp manga hai. so, ja rahe ho tum scotland?",anger
3963,congratulations and celebrations nae jaeg adilli apna sahil sarabhai,joy
3964,i..it's the time to whooping turururu..it's..,joy
3965,rosesh darling antakshari khel kar khushi jatana is just so bhuleshwar borivili gorivali. sahil ki itni mushqil se middle classiyat se bachaya hai ab tumko..,anger
3966,okay sorry sorry...momma but our planned worked. monisha bhabhi ne to saaf keh diya ki wo dilli jana hi nahi chahti hai agar ghonsla bungalow me rehna pada to,joy
3967,"and ghonsla bungalow urf my farewell gift to sahil wo mana hi nahi kar saka..aah that was music to my ears..can you imagine, monisha yahan se nahi ja rahi hai iss baat se mujhe khushi ho rahi hai?",joy
3968,"mom, rosesh jagtaap sharma fraud hai..wo kabhi-kabhi rave parties me drugs bhi leta hai",neutral
3969,really? saraswati ahuja apni lipstick me vodka milati hai..pata hai,neutral
3970,mujhe kaise pata hoga..mai thode hi janta hun saraswati ahuja ko..,neutral
