,Unnamed: 0,Translated_Utterance,Emotion
2744,3389,नए रॉस के लिए एक नया स्थान। मैं तुम्हारे पास हूँ और सभी लोग एक बार फिर काम करते हैं जब यह yknow सुसज्जित है।,neutral
2745,3390,मुझे कहना चाहिए कि आपको अपने पैरों पर वापस देखना अच्छा है।,joy
2746,3391,मैं हूँ। और यह सब कुछ निश्चित रूप से मेरे पीछे है।,neutral
2747,3392,मुझे आश्चर्य है कि क्या आपके लिए संग्रहालय में हमारी टीम को फिर से जोड़ने का समय है,neutral
2748,3394,और    चार क्या,surprise
2749,3395,मैं शराब बाहर spelled।,joy
2750,3396,रॉस लेकिन मुझे टकसाल खजाने के दूसरे बॉक्स के लिए नीचे ठीक है। कहाँ जहां टकसाल खजाना हैं,neutral
2751,3397,क्या हम बाहर हैं मैंने उन्हें बेच दिया।,neutral
2752,3398,क्या,surprise
2753,3400,नहीं,sadness
2754,3402,यह क्या है,fear
2755,3404,सो खुद को देखो। आपके पास अपनी गर्दन पर कुकी है।,disgust
2756,3406,इसलिए कितने आपने अभी तक बेचा है,neutral
2757,3407,इसे बाहर देखें। पांच सौ सत्रह बक्से,surprise
2758,3408,हे मेरे परमेश्वर तुम कैसे करते हो,surprise
2759,3409,ओके दूसरी रात मैं संग्रहालय को लेज़र फ़्लॉइड के रूप में छोड़ दिया गया था मैं  बक्से बेचने की कोशिश किए बिना ग्रहों से बाहर निकल गया था,joy
2760,3410,कि तो मैं आह मध्य रात के आसपास NYU डॉर्म्स मारा शुरू कर दिया।,joy
2761,3411,मैं इस मामले में कुकीज़ बेच रहा हूँ।,joy
2762,3412,वे मुझे कहते हैं Cookie Dude ,joy
2763,3413,ठीक है क्या तुम कर रहे हैं बंद करो मैं लिफाफे भराई की जरूरत है मैं टिकट lickers की जरूरत है।,neutral
2764,3414,वे क्या थे,surprise
2765,3415,मुझे मेरे कंप्यूटर पर।,joy
2766,3416,एक ग्रहण की तरह।,neutral
2767,3417,नमस्ते।,neutral
2768,3418,हे साबुन शैम्पू क्या आप वास्तव में इस सब चीज़ को ले रहे हैं,surprise
2769,3419,क्यों नहीं यह,neutral
2770,3420,हाँ लेकिन आप क्या करते हैं यह क्या है,surprise
2771,3421,धागा,joy
2772,3422,स्कोर डिस्पोजेबल कैमरा कहाँ हैं,joy
2773,3424,कैमरे आखिरी रात मैंने आपको उन्हें लेने के लिए कहा,surprise
