,Translated_Utterance,Emotion
1854,"मुझे याद है कि जब आप थे, जैसे कि श्री रोजर की बर्फ में किंग फ्राइडे अच्छा है।",neutral
1855,आपने हमेशा कहा कि मैं इसे कर रहा हूँ।,joy
1856,"Yeah, अच्छी तरह से, ya जानते हैं, मैं उस तरह से spooky हूँ। वू",neutral
1857,मैं तुम्हें याद करता हूँ। मैं बदल गया हूँ।,neutral
1858,ठीक है।,neutral
1859,अब उम। Phoebs।,neutral
1860,"ओह, सही, ठीक है। Ole.",neutral
1861,क्या?,neutral
1862,"उम, Matador। ओले, हे हा है।",joy
1863,"हाय जॉय यह जेन रोजर्स है, जो आपकी पार्टी के लिए रात भर इंतजार नहीं कर सकता है।",joy
1864,"सुनो, मैं आपके पते को भूल गया, क्या आप मुझे कॉल दे सकते हैं?",neutral
1865,धन्यवाद।,neutral
1866,हे!,joy
1867,हे!,joy
1868,क्या होता है?,neutral
1869,"हाँ, यह एक वास्तविक शर्म की बात है कि आप इसे उस एक महिला को रात को दिखाने के लिए नहीं बना सकते।",sadness
1870,"ओह, मैं प्यार करता हूँ, लेकिन मैं अगले दिन इतनी जल्दी उठता हूं, इसलिए मुझे पता है, काम पहले आता है",neutral
1871,"ओह, हाँ, हाँ, हाँ ...",neutral
1872,"""हाय जॉय, यह जेन रोजर्स है जो आपकी पार्टी के लिए रात्रि के लिए इंतजार नहीं कर सकता""",joy
1873,Stupid jane rogers!,anger
1874,क्या आप रात्रिभोज हैं?,surprise
1875,किंडा एक है ... हमारे जीवन के लोगों के दिनों के लिए एक बात।,neutral
1876,क्या आप हमें बताने जा रहे थे? आप किस तरह सोचते थे कि आप उस से कैसे दूर हो गए?,non-neutral
1877,मैं हर साल इसे करता हूँ।,neutral
1878,आप हर साल क्या करते हैं?,surprise
